"nt","md","name","eq","way","ec","ko","rn","symbol","map","mdk"
"Fermentation of glucose","Quinone reduction by NADH","NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 1, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 2, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 3, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 4, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 5, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 6, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 7, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 8, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 9, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 10, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 11, NADH dehydrogenase (ubiquinone) 1 subunit C1, NADH dehydrogenase (ubiquinone) 1 subunit C2","Ubiquinone + NADH + H+ + 4 H+[side 2] <=> Ubiquinol + NAD+ + 4 H+[side 2]","Bidirectional","7.1.1.2","K03957, K03958, K03959, K03960, K03961, K03962, K03963, K03964, K03965, K03966, K11351, K03967, K03968","R7.1.1.2","NDUFB1, NDUFB2, NDUFB3, NDUFB4, NDUFB5, NDUFB6, NDUFB7, NDUFB8, NDUFB9, NDUFB10, NDUFB11, NDUFC1, NDUFC2","map00190","M00147"
"Fermentation of glucose","Quinone reduction by NADH","NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) Fe-S protein 4, NADH dehydrogenase (ubiquinone) Fe-S protein 5, NADH dehydrogenase (ubiquinone) Fe-S protein 6, NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:7.1.1.2]","Ubiquinone + NADH + H+ + 4 H+[side 2] <=> Ubiquinol + NAD+ + 4 H+[side 2]","Bidirectional","7.1.1.2","K03934, K03935, K03936, K03937, K03938, K03939, K03940, K03941, K03942, K03943","R7.1.1.2","NDUFS1, NDUFS2, NDUFS3, NDUFS4, NDUFS5, NDUFS6, NDUFS7, NDUFS8, NDUFV1, NDUFV2","map00190","M00143"
"Fermentation of glucose","Quinone reduction by NADH","NADH-quinone oxidoreductase subunit A [EC:7.1.1.2], NADH-quinone oxidoreductase subunit B [EC:7.1.1.2], NADH-quinone oxidoreductase subunit C [EC:7.1.1.2], NADH-quinone oxidoreductase subunit D [EC:7.1.1.2], NADH-quinone oxidoreductase subunit E [EC:7.1.1.2], NADH-quinone oxidoreductase subunit F [EC:7.1.1.2], NADH-quinone oxidoreductase subunit G [EC:7.1.1.2], NADH-quinone oxidoreductase subunit H [EC:7.1.1.2], NADH-quinone oxidoreductase subunit I [EC:7.1.1.2], NADH-quinone oxidoreductase subunit J [EC:7.1.1.2], NADH-quinone oxidoreductase subunit K [EC:7.1.1.2], NADH-quinone oxidoreductase subunit L [EC:7.1.1.2], NADH-quinone oxidoreductase subunit M [EC:7.1.1.2], NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]","Ubiquinone + NADH + H+ + 4 H+[side 2] <=> Ubiquinol + NAD+ + 4 H+[side 2]","Bidirectional","7.1.1.2","K00330, K00331, K00332, K00333, K00334, K00335, K00336, K00337, K00338, K00339, K00340, K00341, K00342, K00343","R7.1.1.2","nuoA, nuoB, nuoC, nuoD, nuoE, nuoF, nuoG, nuoH, nuoI, nuoJ, nuoK, nuoL, nuoM, nuoN","map00190","M00144"
"Fermentation of glucose","Quinone reduction by NADH","NADH-quinone oxidoreductase subunit A [EC:7.1.1.2], NADH-quinone oxidoreductase subunit B [EC:7.1.1.2], NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2], NADH-quinone oxidoreductase subunit E [EC:7.1.1.2], NADH-quinone oxidoreductase subunit F [EC:7.1.1.2], NADH-quinone oxidoreductase subunit G [EC:7.1.1.2], NADH-quinone oxidoreductase subunit H [EC:7.1.1.2], NADH-quinone oxidoreductase subunit I [EC:7.1.1.2], NADH-quinone oxidoreductase subunit J [EC:7.1.1.2], NADH-quinone oxidoreductase subunit K [EC:7.1.1.2], NADH-quinone oxidoreductase subunit L [EC:7.1.1.2], NADH-quinone oxidoreductase subunit M [EC:7.1.1.2], NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]","Ubiquinone + NADH + H+ + 4 H+[side 2] <=> Ubiquinol + NAD+ + 4 H+[side 2]","Bidirectional","7.1.1.2","K00330, K00331, K13378, K00334, K00335, K00336, K00337, K00338, K00339, K00340, K00341, K00342, K00343","R7.1.1.2","nuoA, nuoB, nuoCD, nuoE, nuoF, nuoG, nuoH, nuoI, nuoJ, nuoK, nuoL, nuoM, nuoN","map00190","M00144"
"Fermentation of glucose","Quinone reduction by NADH","NADH-quinone oxidoreductase subunit A [EC:7.1.1.2], NADH-quinone oxidoreductase subunit B/C/D [EC:7.1.1.2], NADH-quinone oxidoreductase subunit E [EC:7.1.1.2], NADH-quinone oxidoreductase subunit F [EC:7.1.1.2], NADH-quinone oxidoreductase subunit G [EC:7.1.1.2], NADH-quinone oxidoreductase subunit H [EC:7.1.1.2], NADH-quinone oxidoreductase subunit I [EC:7.1.1.2], NADH-quinone oxidoreductase subunit J [EC:7.1.1.2], NADH-quinone oxidoreductase subunit K [EC:7.1.1.2], NADH-quinone oxidoreductase subunit L [EC:7.1.1.2], NADH-quinone oxidoreductase subunit M [EC:7.1.1.2], NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]","Ubiquinone + NADH + H+ + 4 H+[side 2] <=> Ubiquinol + NAD+ + 4 H+[side 2]","Bidirectional","7.1.1.2","K00330, K13380, K00334, K00335, K00336, K00337, K00338, K00339, K00340, K00341, K00342, K00343","R7.1.1.2","nuoA, nuoBCD, nuoE, nuoF, nuoG, nuoH, nuoI, nuoJ, nuoK, nuoL, nuoM, nuoN","map00190","M00144"
"Fermentation of glucose","Quinone reduction by NADH","NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 3 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 4 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 5 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 6 [EC:7.1.1.2]","Ubiquinone + NADH + H+ + 4 H+[side 2] <=> Ubiquinol + NAD+ + 4 H+[side 2]","Bidirectional","7.1.1.2","K03878, K03879, K03880, K03881, K03882, K03883, K03884","R7.1.1.2","ND1, ND2, ND3, ND4, ND4L, ND5, ND6","map00190","M00142"
"Fermentation of glucose","Quinone reduction by NADH","Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]","NADH + H+ + Ubiquinone + Na+[side 1] <=> NAD+ + Ubiquinol + Na+[side 2]","Bidirectional","7.2.1.1","K00346, K00347, K00348, K00349, K00350, K00351","R7.2.1.1","nqrA, nqrB, nqrC, nqrD, nqrE, nqrF",NA,NA
"Fermentation of glucose","Quinone reduction by NADH","Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]","NADH + H+ + Quinone + Na+[side 1] <=> NAD+ + Hydroquinone + Na+[side 2]","Bidirectional","7.2.1.1","K00346, K00347, K00348, K00349, K00350, K00351","R7.2.1.A","nqrA, nqrB, nqrC, nqrD, nqrE, nqrF",NA,NA
"Fermentation of glucose","Quinone reduction by NADH","NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]","Ubiquinol + NAD+ <=> Ubiquinone + NADH + H+","Bidirectional","1.6.5.9","K03885","R02163","ndh",NA,NA
"Fermentation of glucose","Quinone reduction by NADH","NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]","Ubiquinol + NAD+ <=> Ubiquinone + NADH + H+","Bidirectional","1.6.5.9","K23948","R02163","E1.6.5.9",NA,NA
