"","LPSN_ID","FAPROTAX2_Type_of_metabolism"
"7607","17480","sulfate_respiration;sulfite_respiration;thiosulfate_respiration;respiration_of_sulfur_compounds;dark_hydrogen_oxidation;fermentation;fumarate_respiration;reductive_acetogenesis;lactate_oxidation;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes"
"7608","17481","sulfate_respiration;sulfite_respiration;thiosulfate_respiration;respiration_of_sulfur_compounds;dark_hydrogen_oxidation;fumarate_respiration;reductive_acetogenesis;lactate_oxidation;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes"
"7609","787572","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"7610","793857","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"7611","795048","gelatin_degradation;aerobic_chemoheterotrophy;aromatic_compound_degradation;chemoheterotrophy"
"7612","793130","nitrate_reduction;chemoheterotrophy"
"7613","787858","cellulolysis;nitrate_reduction;plastic_degradation;ureolysis;chemoheterotrophy"
"7614","793999","gelatin_degradation;cellulolysis;fermentation;aerobic_chemoheterotrophy;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7615",NA,"gelatin_degradation;fermentation;ureolysis;chemoheterotrophy"
"7616","793511","fermentation;aerobic_chemoheterotrophy;nitrate_reduction;ureolysis;chemoheterotrophy"
"7617","793498","gelatin_degradation;aerobic_chemoheterotrophy;acetate_oxidation;chemoheterotrophy"
"7618","794855","gelatin_degradation;aerobic_chemoheterotrophy;ureolysis;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7619","795301","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"7620","795893","aerobic_chemoheterotrophy;ureolysis;lactate_oxidation;chemoheterotrophy"
"7621","790875","gelatin_degradation;aerobic_chemoheterotrophy;aromatic_compound_degradation;nitrate_reduction;chemoheterotrophy"
"7622","797789","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"7623","788643","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"7624","794204","aerobic_chemoheterotrophy;chemoheterotrophy"
"7625","794576","gelatin_degradation;fermentation;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7626","797930","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7627","28381","sulfate_respiration;thiosulfate_respiration;gelatin_degradation;fermentation;aerobic_chemoheterotrophy;nitrate_respiration;nitrate_reduction;nitrogen_respiration;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7628","791037","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7629","788072","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7630","789727",NA
"7631","787532","aerobic_chemoheterotrophy;chemoheterotrophy;alginate_degradation"
"7632","784180","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"7633","790667",NA
"7634","791583","nitrate_reduction"
"7635",NA,"aerobic_chemoheterotrophy;nitrate_reduction;ureolysis;chemoheterotrophy"
"7636","800715","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;acetate_oxidation;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7637","777679","gelatin_degradation;fermentation;alcohol_fermentation;aerobic_chemoheterotrophy;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7638","777680","fermentation;lactic_acid_fermentation;alcohol_fermentation;aerobic_chemoheterotrophy;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7639","784181","fermentation;lactic_acid_fermentation;alcohol_fermentation;aerobic_chemoheterotrophy;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7640","793927","gelatin_degradation;nitrate_reduction;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes"
"7641","791627","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"7642","777681","aerobic_chemoheterotrophy;chemoheterotrophy"
"7643","43800","cellulolysis;xylanolysis;chemoheterotrophy"
"7644","777682","aerobic_chemoheterotrophy;chemoheterotrophy"
"7645","788073","aerobic_chemoheterotrophy;chemoheterotrophy"
"7646","791366","aerobic_chemoheterotrophy;chemoheterotrophy"
"7647","789917","aerobic_chemoheterotrophy;chemoheterotrophy"
"7648","792310","fermentation;aerobic_chemoheterotrophy;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7649","793173","fermentation;aerobic_chemoheterotrophy;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7650","790844","fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"7651","797521","gelatin_degradation;nitrate_reduction;ureolysis;chemoheterotrophy"
"7652","794345","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"7653","795408","fermentation;aerobic_chemoheterotrophy;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7654","777683","aerobic_chemoheterotrophy;chemoheterotrophy"
"7655","794922","sulfur_respiration;respiration_of_sulfur_compounds;fermentation;chemoheterotrophy;pectin_degradation;anaerobic_chemoheterotrophy;sulfur_reduction"
"7656","777684","chitinolysis;cellulolysis;fermentation;chemoheterotrophy;pectin_degradation;sulfur_reduction"
"7657","777685","chitinolysis;fermentation;alcohol_fermentation;chemoheterotrophy;sulfur_reduction"
"7658","788688","fermentation;chemoheterotrophy;anaerobic_chemoheterotrophy;sulfur_reduction"
"7659","786064","sulfur_respiration;respiration_of_sulfur_compounds;fermentation;chemoheterotrophy;anaerobic_chemoheterotrophy;obligate_anaerobes;sulfur_reduction"
"7660","790643","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7661","789625","aerobic_chemoheterotrophy;lactate_oxidation;chemoheterotrophy"
"7662","777688","aerobic_chemoheterotrophy;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;plastic_degradation;ureolysis;acetate_oxidation;lactate_oxidation;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7663",NA,"aerobic_chemoheterotrophy;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;nitrate_respiration;nitrate_reduction;nitrogen_respiration;acetate_oxidation;lactate_oxidation;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7664","790070","fermentation;aerobic_chemoheterotrophy;nitrate_reduction;lactate_oxidation;chemoheterotrophy"
"7665","777689","nitrate_denitrification;nitrite_denitrification;nitrite_respiration;aerobic_chemoheterotrophy;oil_bioremediation;hydrocarbon_degradation;dark_iron_oxidation;iron_oxidation;nitrate_respiration;nitrate_reduction;nitrogen_respiration;ureolysis;chemoheterotrophy"
"7666","795713","aerobic_chemoheterotrophy;chemoheterotrophy"
"7667","793786","aromatic_hydrocarbon_degradation;aromatic_compound_degradation;hydrocarbon_degradation;chemoheterotrophy"
"7668","777691","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"7669","793635","aerobic_chemoheterotrophy;nitrate_reduction;acetate_oxidation;chemoheterotrophy"
"7670","777692","aerobic_chemoheterotrophy;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7671","789590","aerobic_chemoheterotrophy;ureolysis;chemoheterotrophy;sulfur_reduction"
"7672","784182","nitrate_denitrification;nitrite_denitrification;nitrous_oxide_denitrification;aerobic_chemoheterotrophy;nitrate_respiration;nitrate_reduction;chemoheterotrophy;anaerobic_chemoheterotrophy"
"7673","777693","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7674","786470","aerobic_chemoheterotrophy;chemoheterotrophy"
"7675","785931","aerobic_chemoheterotrophy;nitrate_reduction;acetate_oxidation;chemoheterotrophy"
"7676","787381","nitrite_denitrification;nitrous_oxide_denitrification;nitrite_respiration;fermentation;aerobic_chemoheterotrophy;nitrate_reduction;nitrogen_respiration;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7677","793174","methanol_oxidation;methylotrophy;fermentation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy;sulfur_reduction"
"7678","795114","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"7679","777695","nitrate_denitrification;nitrite_denitrification;nitrous_oxide_denitrification;nitrite_respiration;aerobic_chemoheterotrophy;oil_bioremediation;aromatic_hydrocarbon_degradation;aromatic_compound_degradation;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;nitrate_respiration;nitrate_reduction;nitrogen_respiration;acetate_oxidation;chemoheterotrophy;anaerobic_chemoheterotrophy"
"7680","785674","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"7681",NA,NA
"7682","787964","fermentation;aerobic_chemoheterotrophy;nitrate_reduction;acetate_oxidation;lactate_oxidation;chemoheterotrophy"
"7683","777697","aerobic_chemoheterotrophy;chemoheterotrophy"
"7684","784183","aerobic_chemoheterotrophy;nitrate_reduction;ureolysis;chemoheterotrophy"
"7685","777698","aerobic_chemoheterotrophy;acetate_oxidation;chemoheterotrophy"
"7686","784184","nitrate_denitrification;nitrite_denitrification;nitrous_oxide_denitrification;nitrite_respiration;aerobic_chemoheterotrophy;oil_bioremediation;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;nitrate_respiration;nitrogen_respiration;ureolysis;chemoheterotrophy"
"7687","787646","thiosulfate_respiration;aerobic_chemoheterotrophy;nitrate_reduction;acetate_oxidation;lactate_oxidation;chemoheterotrophy"
"7688",NA,"aerobic_chemoheterotrophy;aromatic_hydrocarbon_degradation;aromatic_compound_degradation;hydrocarbon_degradation;nitrate_reduction;ureolysis;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7689","11119","oil_bioremediation;chemoheterotrophy"
"7690","792934","fermentation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"7691","789422","aerobic_chemoheterotrophy;aromatic_compound_degradation;acetate_oxidation;chemoheterotrophy"
"7692","787240","thiosulfate_respiration;aerobic_chemoheterotrophy;nitrate_reduction;acetate_oxidation;lactate_oxidation;chemoheterotrophy;sulfur_reduction"
"7693","791040","aerobic_chemoheterotrophy;chemoheterotrophy"
"7694","69530","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"7695","787382","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"7696","792471","fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"7697","796229","fermentation;aerobic_chemoheterotrophy;nitrate_reduction;ureolysis;acetate_oxidation;lactate_oxidation;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7698","786713","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"7699","795097","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;acetate_oxidation;lactate_oxidation;chemoheterotrophy"
"7700","786282","nitrate_denitrification;nitrite_denitrification;nitrous_oxide_denitrification;nitrite_respiration;gelatin_degradation;fermentation;aerobic_chemoheterotrophy;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;nitrate_respiration;nitrate_reduction;nitrogen_respiration;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7701","787794","arsenate_respiration;dissimilatory_arsenate_reduction;arsenite_oxidation_energy_yielding;fermentation;aerobic_chemoheterotrophy;dark_iron_oxidation;iron_oxidation;nitrate_respiration;nitrate_reduction;nitrogen_respiration;fumarate_respiration;ureolysis;acetate_oxidation;lactate_oxidation;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7702","777700","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"7703","786705","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy;sulfur_reduction"
"7704","792991","aerobic_chemoheterotrophy;acetate_oxidation;lactate_oxidation;chemoheterotrophy;pectin_degradation"
"7705","792472","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"7706","69404","nitrate_denitrification;nitrite_denitrification;nitrous_oxide_denitrification;nitrite_respiration;aerobic_chemoheterotrophy;aliphatic_non_methane_hydrocarbon_degradation;hydrocarbon_degradation;nitrate_respiration;nitrate_reduction;nitrogen_respiration;acetate_oxidation;lactate_oxidation;chemoheterotrophy;anaerobic_chemoheterotrophy"
"7707",NA,"aerobic_chemoheterotrophy;dark_iron_oxidation;iron_oxidation;nitrate_reduction;acetate_oxidation;lactate_oxidation;chemoheterotrophy"
"7708","788131","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;nitrate_reduction;ureolysis;chemoheterotrophy"
"7709","785664","chitinolysis;aerobic_chemoheterotrophy;acetate_oxidation;lactate_oxidation;chemoheterotrophy"
"7710","790250","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"7711","787647","thiosulfate_respiration;aerobic_chemoheterotrophy;nitrate_reduction;acetate_oxidation;lactate_oxidation;chemoheterotrophy;sulfur_reduction"
"7712","777703","methanol_oxidation;methylotrophy;aerobic_chemoheterotrophy;aromatic_compound_degradation;chemoheterotrophy"
"7713","786524","aerobic_chemoheterotrophy;chemoheterotrophy"
"7714","792375","nitrogen_fixation;nitrate_reduction;ureolysis;chemoheterotrophy"
"7715","793987","chemoheterotrophy"
"7716","786791","aerobic_chemoheterotrophy;nitrate_reduction;ureolysis;chemoheterotrophy"
"7717","777708","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"7718","777709","fermentation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"7719","788191","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"7720","795004","aerobic_chemoheterotrophy;chemoheterotrophy;anaerobic_chemoheterotrophy;facultative_anaerobes"
"7721","791130","fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"7722","789423","aerobic_chemoheterotrophy;chemoheterotrophy"
"7723","784186","aerobic_chemoheterotrophy;aromatic_compound_degradation;acetate_oxidation;lactate_oxidation;chemoheterotrophy"
"7724","789424","aerobic_chemoheterotrophy;acetate_oxidation;chemoheterotrophy"
"7725","787445","fermentation;aerobic_chemoheterotrophy;chemoheterotrophy"
"7726","788192","aerobic_chemoheterotrophy;chemoheterotrophy"
"7727","794428","aerobic_chemoheterotrophy;acetate_oxidation;lactate_oxidation;chemoheterotrophy"
"7728","788335","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"7729","794976","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"7730","789203","aerobic_chemoheterotrophy;ureolysis;chemoheterotrophy"
"7731","777713","aerobic_chemoheterotrophy;aromatic_compound_degradation;acetate_oxidation;lactate_oxidation;chemoheterotrophy"
"7732","777714","fermentation"
"7733","795704","aerobic_chemoheterotrophy;chemoheterotrophy"
"7734","789425","aerobic_chemoheterotrophy;acetate_oxidation;chemoheterotrophy"
"7735","791534","aerobic_chemoheterotrophy;acetate_oxidation;lactate_oxidation;chemoheterotrophy"
"7736","794427","acetate_oxidation;chemoheterotrophy"
"7737","790142","fermentation;aerobic_chemoheterotrophy;aromatic_compound_degradation;chemoheterotrophy"
"7738","792811","aerobic_chemoheterotrophy;chemoheterotrophy"
"7739","777715","gelatin_degradation;aerobic_chemoheterotrophy;nitrate_reduction;acetate_oxidation;chemoheterotrophy"
"7740","777716","aerobic_chemoheterotrophy;acetate_oxidation;chemoheterotrophy"
"7741","788336","aerobic_chemoheterotrophy;acetate_oxidation;chemoheterotrophy"
"7742","777717","aerobic_chemoheterotrophy;chemoheterotrophy"
"7743","784187","aerobic_chemoheterotrophy;chemoheterotrophy"
"7744","789427","aerobic_chemoheterotrophy;acetate_oxidation;chemoheterotrophy"
"7745","777718","aerobic_chemoheterotrophy;aromatic_compound_degradation;acetate_oxidation;chemoheterotrophy"
"7746","777719","aerobic_chemoheterotrophy;chemoheterotrophy"
"7747","787863","gelatin_degradation;cellulolysis;aerobic_chemoheterotrophy;chemoheterotrophy;alginate_degradation"
"7748","784188","aerobic_chemoheterotrophy;nitrate_reduction;ureolysis;chemoheterotrophy"
"7749","784189","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"7750","784190","aerobic_chemoheterotrophy;chemoheterotrophy"
"7751","777721","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"7752",NA,"methanotrophy;methylotrophy;sulfur_respiration;respiration_of_sulfur_compounds;aerobic_chemoheterotrophy;nitrate_reduction;ureolysis;chemoheterotrophy;sulfur_reduction"
"7753","777722","aerobic_chemoheterotrophy;acetate_oxidation;chemoheterotrophy"
"7754",NA,"gelatin_degradation;aerobic_chemoheterotrophy;aromatic_compound_degradation;ureolysis;chemoheterotrophy"
"7755",NA,"iron_respiration"
"7756",NA,"iron_respiration"
"7757","788674","dark_iron_oxidation;iron_oxidation;iron_respiration"
"7758",NA,"iron_respiration"
"7759","795190","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"7760","788877",NA
"7761","787932","nitrate_denitrification;nitrite_denitrification;nitrous_oxide_denitrification;nitrite_respiration;nitrate_respiration;nitrate_reduction;nitrogen_respiration;ureolysis;chemoheterotrophy"
"7762","789634","aerobic_chemoheterotrophy;aromatic_compound_degradation;nitrate_reduction;chemoheterotrophy"
"7763","787363","gelatin_degradation;aerobic_chemoheterotrophy;chemoheterotrophy"
"7764","789635","gelatin_degradation;fermentation;aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
"7765","786523","aerobic_chemoheterotrophy;chemoheterotrophy"
"7766","793348","aerobic_chemoheterotrophy;nitrate_reduction;chemoheterotrophy"
